Name,Address,PhoneNumber,BreweryType,Website
Decipher Brewing Co.,"1740 Broadway St.Charlottesville, VA 22902",(720) 903-0655,Taproom,http://www.facebook.com/decipherbrewing/
Declaration Brewing Company,"2030 S Cherokee StDenver, CO 80223-3917",(303) 955-7410,Micro,http://www.declarationbrewing.com
Deep Brewing Company,"2524 Cathay CtTallahassee, FL 32308-4248",(850) 570-1478,Micro,http://www.deepbrewing.com
Deep Draft Brewing Company,"3536 W. Belfair Valley RdBremerton, WA 98312",(425) 387-5264,Taproom,http://https://www.deepdraftbrew.com/
Deep Ellum Brewing Co,"2821 Saint Louis StDallas, TX 75226-1904",(214) 888-3322,Regional,http://www.deepellumbrewing.com
Deep River Brewing Company,"700 W Main St Ste 102Clayton, NC 27520-1657",(919) 368-3243,Micro,http://www.deepriverbrewing.com
Deep Space Brewing / Out of This World Pizza,"6482 NE Jacobson StHillsboro, OR 97124",(503) 629-8700,Brewpub,
DeepWater Brewing Company,"33 Tenney HlBlue Hill, ME 04614",(207) 374-2411,Brewpub,http://www.arborvine.com
Defiance Brewing Co.,"2050 E US Highway 40Hays, KS 67601-9310",(785) 301-2337,Micro,http://www.defiancebeer.com
Defiant Brewing Co,"6 E Dexter PlzPearl River, NY 10965-2360",(845) 920-8602,Brewpub,http://www.defiantbrewing.com
Definitive Brewing Company,"35 Industrial WayPortland, ME 04103-1071",(207) 536-1288,Micro,http://www.definitivebrewing.com
Deft Brewing,"5328 Banks StSan Diego, CA 92110-4008",(858) 999-5728,Taproom,http://www.deftbrewing.com
Del Cielo Brewing Co.,"701 Escobar St Ste AMartinez, CA 94553-1150",(925) 330-1229,Micro,http://www.delcielobrewing.com
Delafield Brewhaus,"3832 Hillside DrDelafield, WI 53018-2174",(262) 646-7821,Brewpub,http://www.delafield-brewhaus.com
Delta Beer Lab,"167 E Badger RdMadison, WI 53713",(608) 640-4500,Taproom,http://www.delta.beer
Delta Borne Brewing,"5444 Watt Ave #200North Highlands, CA 95660",(916) 512-9286,Taproom,http://www.facebook.com/DeltaBorneBrew/
Delta Sunshine Brewing Company,"Memphis, TN 38120-8859",(901) 674-8330,Micro,
Deluxe Brewing Co,"635 NE Water AveAlbany, OR 97321",(541) 928-7699,Taproom,http://www.deluxebrewing.com
Democracy Brewing,"35 Temple PlBoston, MA 02111",(207) 838-4703,Brewpub,http://www.democracybrewing.com
Dempsey's Brew Pub and Restaurant - Baltimore,"333 W Camden StBaltimore, MD 21201",(410) 843-7901,Brewpub,http://www.dempseysbaltimore.com
Dempsey's Restaurant And Brewery,"50 E Washington StPetaluma, CA 94952-3115",(707) 765-9694,Brewpub,http://www.dempseys.com
"Dempseys Brewery, Pub","127 N BroadwayWatertown, SD 57201-3525",,Brewpub,
Denali Brewing Company,"37083 Talkeetna Spur RdTalkeetna, AK 99676",(907) 733-2536,Micro,http://www.denalibrewing.com
Denizens Brewing Company,"4550 Van Buren StRiverdale, MD 20737",(301) 557-9818,Brewpub,
Denizens Brewing Company,"1115 E West HwySilver Spring, MD 20910-4852",(301) 557-9818,Brewpub,http://www.denizensbrewingco.com
Dented Keg Brewing Company,"650 Adams ShoppesMars, PA 16046",(724) 591-5511,Taproom,http://www.dentedkeg.com
Denton County Brewing Company,"200 E McKinney StDenton, TX 76201-4230",(940) 435-0710,Taproom,http://www.dentoncountybrewingco.com
Denver Beer Co,"1695 Platte StDenver, CO 80202-1123",(303) 433-2739,Regional,http://www.denverbeerco.com
Denver Beer Co Canworks,"4455 Jason StDenver, CO 80211-2412",(720) 295-4781,Micro,
Denver Beer Co Olde Town Arvada,"5768 Olde Wadsworth BlvdArvada, CO 80002-2549",,Micro,
Departed Soles Brewing,"150 Bay Street, Commercial SideJersey City, NJ 07302-2900",(201) 479-8578,Micro,http://www.departedsoles.com
Depoe Bay Brewing Company / The Horn Public House and Brewery,"110 SE North Coast HighwayDepoe Bay, OR 97341",(541) 764-6886,Brewpub,http://www.depoebaybrewing.com
Depot Bottom Brewery,"303 E Main StMcMinnville, TN 37110-2509",931-304-8311,Taproom,http://depotbottombrewery.com
Depot Deli and Lounge,"101 N Railroad StShenandoah, IA 51601-1158",(712) 246-4444,Brewpub,http://www.depotdeli.com
Depot Saloon,"9 S Race StGreenville, PA 16125-2213",(724) 588-4201,Brewpub,http://www.depotsaloon.com
Depot Street Brewing Co,"904 Depot StJonesborough, TN 37659-5662",(423) 753-7628,Micro,http://www.depotstreetbrewing.com
Der Blokken Brewery,"1100 Perry Ave Unit CBremerton, WA 98310-4945",(360) 377-2344,Brewpub,http://www.derblokken.com
Descendants Brewing Company,"61 Bridge StMilford, NJ 08848-1264",,Brewpub,
Deschutes Brewery,"901 SW Simpson AveBend, OR 97702-3118",(541) 385-8606,Regional,http://www.deschutesbrewery.com
Deschutes Brewery & Public House,"1044 NW Bond StBend, OR 97703-2002",(541) 382-9242,Brewpub,http://www.deschutesbrewery.com
Deschutes Brewery & Public House,"210 NW 11th AvePortland, OR 97209-2929",(503) 296-4906,Brewpub,http://www.deschutesbrewery.com
Deschutes Brewery Tasting Room Roanoke VA,"315 Market St SERoanoke, VA 24011",540-259-5204,Taproom,
Desert Eagle Brewing Company,"150 W Main StMesa, AZ 85201-7310",(480) 656-2662,Brewpub,http://www.deserteaglebrewing.com
Desert Edge Brewery,"273 Trolley SquareSalt Lake City, UT 84102",(801) 521-8917,Brewpub,http://www.desertedgebrewery.com
Desert Monks Brewing Co.,"1094 S Gilbert Rd Ste 101Gilbert, AZ 85296-3480",(480) 525-7444,Taproom,http://https://www.desertmonksbrewing.com/
Deslogetown Brewery,"1669 Pine Ridge TrailPark Hills, MO 63601",,Brewpub,
Desperate Times Brewing Co,"1201 Carlisle Springs RdCarlisle, PA 17013-1554",(717) 706-3192,Brewpub,http://www.desperatetimesbrewery.com
Destin Brewery,"505 Mountain Dr Ste NDestin, FL 32541-7334",(850) 842-4757,Micro,http://www.destinbrewery.com
Destination Unknown Beer Company,"1 S Chicago Ave Unit CBay Shore, NY 11706-7000",,Micro,http://www.destinationunknownbeercompany.com
Detroit Beer Co,"1529 Broadway St Ste 100Detroit, MI 48226-2141",(313) 962-1529,Brewpub,http://www.detroitbeerco.com
Deviant Wolfe Brewing,"121 W 1st StSanford, FL 32771-1201",(407) 878-4367,Taproom,http://www.deviantwolfebrewing.com
Deviate Brewing Co,"4004 W 96th StIndianapolis, IN 46268-2909",,Taproom,http://www.deviatebrewing.com
Device Brewing Company,"8166 14th AveSacramento, CA 95826-4722",(916) 737-2739,Taproom,http://www.devicebrewing.com
Devil Wind Brewing LLC,"130 S Detroit StXenia, OH 45385",(937) 609-0002,Taproom,http://www.devilwindbrewing.com
Devil and the Deep,"2425 Postoffice StGalveston, TX 77550-4629",(713) 402-8868,Taproom,http://www.devilandthedeep.com
Devil's Canyon Brewing Company,"935 Washington StSan Carlos, CA 94070-5316",(650) 592-2739,Taproom,http://www.DevilsCanyon.com
Devil's Club Brewing,"100 N Franklin StJuneau, AK 99801-1223",(907) 523-2739,Brewpub,http://www.devilsclubbrewing.com
Devil's Creek Brewery,"1 Powell LnCollingswood, NJ 08108-1945",(856) 425-2520,Taproom,http://www.DevilsCreekBrewery.com
Devil's Eye Brewing Company,"9 N US 15Dillsburg, PA 17019",(717) 502-0666,Brewpub,
Devil's Kettle Brewing,"97 Columbus RdAthens, OH 45701-1313",(740) 589-7187,Micro,http://www.devilskettlebrewing.com
Devil's Logic Brewing,"1426 E 4th StreetCharlotte, NC 28204",(704) 277-3813,Taproom,http://www.devilslogic.com
Devil's Purse Brewing Co,"120 Great Western RdSouth Dennis, MA 02660-3715",(508) 694-7171,Micro,http://www.devilspurse.com
Devil's Trumpet Brewing Co,"8250 Utah StMerrillville, IN 46410-6578",(219) 576-7118,Micro,http://www.thedevilstrumpet.com
Devour Brewing Co,"1500 SW 30th Ave Ste 4Boynton Beach, FL 33426-9044",(561) 806-6011,Micro,http://www.devourbrewing.com
Devout Brewing,"1301 Pontiac Ct Suite 101Export, PA 15632",(724) 575-7570,Taproom,http://www.devoutbrewingco.com
Dew Point Brewing,"2878 Creek RdYorklyn, DE 19736-",(302) 518-3636,Taproom,http://www.dewpointbrewing.com
Dewey Beer Co.,"2100 Coastal HwyDewey Beach, DE 19971-2317",(302) 227-1182,Brewpub,http://www.deweybeerco.com
Dialectic Brewing Company,"416 W Main StMandan, ND 58554",(701) 318-1328,Taproom,http://www.dialecticbrewingcompany.com
Dialogue Brewing,"1501 1st St NWAlbuquerque, NM 87102-1535",(505) 585-1501,Taproom,http://www.dialoguebrewing.com
Diametric Brewing Co.,"949 NE Columbus StLees Summit, MO 64086",,Taproom,http://www.newaxiombrewco.com
Diamond Bear Brewing Co,"600 N Broadway StNorth Little Rock, AR 72114-5381",(501) 708-2739,Micro,http://www.diamondbear.com
Diamond Knot Brewery B2 Brewery & Taproom,"4602 Chennault Beach RdMukilteo, WA 98275-5016",(425) 355-4488,Micro,http://www.diamondknot.com
Diamond Knot Craft Brewery -  Brewpub @ MLT,"5602 232rd St SouthwestMountlake Terrace, WA 98043",(425) 355-4488,Brewpub,http://www.diamondknot.com
Diamond Knot Craft Brewing - Brewery & Alehouse,"621 Front StMukilteo, WA 98275-1557",(425) 355-4488,Brewpub,http://www.diamondknot.com
Diamond Mountain Brewery,"900 Skyline DrSusanville, CA 96130-6071",(530) 252-1369,Brewpub,http://www.diamondmountainbrewery.com
Diamondback Brewing Company,"1215 E Fort AveBaltimore, MD 21230-5276",(443) 388-9626,Taproom,http://www.diamondbackbeer.com
Dicks Brewing Co,"3516 Galvin RdCentralia, WA 98531-9002",(360) 736-7760,Taproom,http://www.dicksbeer.com
Diebolt Brewing,"3855 Mariposa StDenver, CO 80211-2647",(720) 643-5940,Micro,http://www.dieboltbrewing.com
Differential Brewing Co,"500 Yale Blvd seAlbuquerque, NM 87106",,Taproom,http://www.differentialbrewing.com
Dig Deep Brewing Co,"2 Howard Street, Suite BCumberland, MD 21502",(240) 522-1288,Taproom,http://Www.digdeepbrewery.com
Dillinger Brewing Company,"3895 N Oracle RdTucson, AZ 85705-3228",(520) 207-2312,Micro,http://www.dillingerbrewing.com
Dillon Dam Brewery,"100 Little Dam StreetDillon, CO 80435-4845",(970) 262-7777,Brewpub,http://www.dambrewery.com
Dimensional Brewing Co.,"67 Main StDubuque, IA 52001",,Taproom,http://www.dimensionalbrewing.com
Dimes Brewhouse,"145 N Bridge StDimondale, MI 48821-9201",(517) 303-2067,Micro,http://www.dimesbrewhouse.com
Diner Brew Co.,"40 Division StNew Rochelle, NY 10801",(914) 229-3472,Taproom,http://www.dinerbrewco.com
Dingo Dog Brewing Co,"Carrboro, NC 27510",(919) 885-9793,Micro,http://www.dingodogbrewing.com
Dingus McGee's Roadhouse,"14500 Musso RdAuburn, CA 95603",530-878-1000,Brewpub,http://https://www.dingusmcgees.com/
Dionysus Brewing Co.,"6201 Schirra Ct Ste 13Bakersfield, CA 93313-2119",(661) 833-6000,Taproom,http://www.dionysusbrewing.com
Dirt Farm Brewing,"18701 Foggy Bottom RdBluemont, VA 20135-1858",(540) 554-2337,Taproom,http://www.dirtfarmbrewing.com
Dirt Road Brewing,"1301 Main StreetPhilomath, OR 97370",(541) 598-4221,Brewpub,http://dirtroadbrewing.com
Dirtbag Ales Brewery and Taproom,"5435 Corporation Dr. Hope Mills, NC 28348",(910) 426-2537,Micro,http://www.dirtbagales.com
Dirty Couch Brewing,"2715 W Fort StSEATTLE, WA 98199",(206) 369-6614,Micro,http://www.dirtycouchbrewing.com
Dirty Job Brewing,"117 N Main StMansfield, TX 76063",(682) 518-1791,Taproom,http://www.dirtyjobbrewing.com
Dirty Oar Beer Company,"329 W King StCocoa, FL 32922-4607",,Taproom,http://http://dirtyoarbeercompany.com/
Discovery Bay Brewing,"948 N Park AvenuePort Townsend, WA 98368-1512",(360) 344-2999,Taproom,
Discretion Brewing,"2703 41st AveSoquel, CA 95073-3104",(831) 316-0662,Micro,http://www.discretionbrewing.com
Disgruntled Brewing,"735 2nd St NEPerham, MN 56573-1828",(218) 346-4677,Taproom,http://www.disgruntledbeer.com
"Dissent Craft Brewing Company, LLC","5518 Haines Rd NSaint Petersburg, FL 33714-1999",(727) 342-0255,Taproom,http://www.dissentcraftbrewing.com
Distant Brewing,"568 Old Mammoth RoadMammoth Lakes, CA 93546",(760) 579-2779,Taproom,http://distantbeer.com
Distraction Brewing Company,"2 Belgrade AveRoslindale, MA 02132",(781) 820-8863,Taproom,http://www.distractionbrewingco.com
District 1 Brewing Company,"200 Division StStevens Point, WI 54481-1843",(715) 321-4617,Taproom,http://www.district1brewing.com
District 96 Beer Factory,"395 S Main StNew City, NY 10956",(845) 499-2409,Brewpub,http://www.district96beer.com
District ChopHouse and Brewery,"509 7th St NWWashington, DC 20004-1600",(202) 347-3434,Brewpub,http://www.districtchophouse.com
Diversion Brewing Co,"729 Wyncoop Creek RdChemung, NY 14825-9755",(607) 542-9168,Taproom,http://www.diversionbrewing.com
Divine Barrel Brewing,"3701 N Davidson St Ste 203Charlotte, NC 28205-1303",(980) 237-1803,Taproom,http://www.divinebarrel.com
Divine Science Brewing,"1884 Santa Cruz Ave.,Anaheim, CA 92805",(408) 605-3687,Micro,http://https://divinesciencebrewing.com
Division 23 Brewing,"7408 Trade StSan Diego, CA 92121-3415",(858)752-1924,Taproom,http://www.division23brewing.com
Division Brewing,"506 E Main StArlington, TX 76010-1228",(214) 697-8350,Brewpub,http://www.divisionbrewing.com
Divots Brewery,"4200 W Norfolk AveNorfolk, NE 68701-9202",(402) 844-2985,Brewpub,http://www.divotsbrewery.com
"Dixie Brewing Company, LLC","3501 Jourdan RoadNew Orleans, LA 70126",504-867-4000,Micro,http://www.dixiebeer.com
Dixie Grill & Brewery,"5101 South Dixie HighwayWest Palm Beach, FL 33405",(561) 586-3189,Brewpub,
Dobra Zupas,"600 S Oakwood AveBeckley, WV 25801-5928",(304) 253-9872,Brewpub,http://www.dobrazupas.com
Doc's Cellar,"855 Capitolio Way Ste 2San Luis Obispo, CA 93401",(805) 781-9974,Taproom,http://https://www.docscellar.com/
Docent Brewing,"33049 Calle Aviador Ste CSan Juan Capistrano, CA 92675-4785",(949) 784-9309,Taproom,http://www.docentbrewing.com
Dock Street Brewery,"701 S 50th St Fl 1Philadelphia, PA 19143-1689",(215) 726-2337,Brewpub,http://www.dockstreetbeer.com
Dock Street Brewing Co,"2118 Washington AvePhiladelphia, PA 19146",,Brewpub,
Dockery's,"186 Seven Farms Dr Ste F399Charleston, SC 29492-8510",(843) 284-1173,Brewpub,http://www.dockerysdi.com
Dodge City Brewing,"701 3rd AveDodge City, KS 67801-4336",(620) 371-3999,Brewpub,http://www.dodgecitybrewing.com
Dodging Duck Brewhaus,"402 River RdBoerne, TX 78006-2312",(830) 248-3825,Brewpub,http://www.dodgingduck.com
Dog Days Brewing,"260 4th StBremerton, WA 98337-1813",(206) 929-3314,Brewpub,
Dog Money Restaurant,"50 Catoctin Cir NELeesburg, VA 20176-3102",(703) 577-5452,Brewpub,http://dogmoneyllc.com
Dog Rose Brewing Company,"77 Bridge StSaint Augustine, FL 32084-4335",(904) 217-3355,Micro,http://www.dogrosebrewing.com
Dog'Gone Brewery / Winery On the Bay,"1007 E North StRockport, TX 78382",(361) 727-9888,Taproom,http://www.doggonebrewery.yolasite.com
DogBerry Brewing LLC,"9964 Crescent Park DrWest Chester , OH 45069",(513) 847-8208,Micro,http://www.dogberrybrewing.com
Dogfish Head Brewings & Eats,"320 Rehoboth AveRehoboth Beach, DE 19971-3108",(302) 226-2739,Brewpub,http://www.dogfish.com
Dogfish Head Craft Brewery,"6 Cannery Village CtrMilton, DE 19968-1308",(302) 684-1000,Regional,http://www.dogfish.com
Doghaus Brewery,"321 9th StLeavenworth, WA 98826-1464",(509) 860-1446,Taproom,http://www.doghausbrewery.com
Dogleg Brewing,"1347 Keystone WayVista, CA 92081",(434) 575-2800,Taproom,http://www.doglegbrewingco.com
Dogtown Brewing Co.,"1209 Hull StRichmond, VA 23224",(804) 724-2337,Brewpub,http://https://www.dogtownbrewingco.com/
Dolores River Brewery,"100 S. 4th St.Dolores, CO 81323-1003",(970) 394-4452,Brewpub,http://www.doloresriverbrewery.com
Donavon Brewing Company,"Arvada, CO 80005-3644",(303) 704-7164,Micro,http://www.donavonbrewing.com
Donum Dei Brewery,"3211 Grant Line Rd Ste 3New Albany, IN 47150-2175",(502) 541-2950,Brewpub,
Doomsday Brewing Co.,"421 C St Ste 3Washougal, WA 98671-2169",(360) 335-9909,Micro,http://www.doomsdaybrewing.com
Door 4 Brewing Co,"1234 W Cerro Gordo StDecatur, IL 62522-2008",(217) 330-2008,Taproom,http://www.door4brewing.com
Door County Brewing Co.,"2434 HWY FBaileys Harbor, WI 54202-0201",(920) 493-1517,Taproom,
Door County Brewing Co./ Hacienda Beer Co,"8099 State Highway 57Baileys Harbor, WI 54202-0201",(920) 493-1517,Micro,http://doorcountybrewingco.com
Dorchester Brewing Company,"1250 Massachusetts AveDorchester, MA 02125-1698",(617) 514-0900,Micro,http://www.dorchesterbrewing.com
Dorcol Distilling and Brewing CO,"1902 S Flores StSan Antonio, TX 78204",(210) 229-0607,Micro,http://www.dorcolspirits.com
Dos Desperados Brewery,"1241 Linda Vista DrSan Marcos, CA 92078-3809",(760) 566-6209,Micro,http://www.dosdesperadosbrew.com
Dos Luces Brewery,"1236 S BroadwayDenver, CO 80210-1504",(303) 725-4527,Taproom,http://www.dosluces.com
Dos Sirenos Brewing,"231 E CevallosSan Antonio, TX 78204",(210) 669-3971,Brewpub,http://www.dossirenosbrewing.com
Dostal Alley Brewpub & Casino,"116 Main StCentral City, CO 80427",(303) 582-1610,Brewpub,http://www.dostalalley.net
Double Barley Brewing,"3174 US Highway 70 WSmithfield, NC 27577-7613",(919) 934-3433,Brewpub,http://www.doublebarleybrewing.com
Double Bluff Brewing,"112 Anthes AveLangley, WA 98260-8433",(360) 333-9113,Taproom,http://www.dblfbrewing.com
Double Edge Brewing Co,"158 W Chestnut StLancaster, OH 43130-4308",(740) 277-7465,Taproom,http://www.double-edge.beer
Double Groove Brewing,"1659 Robin Cir Suite DForest Hill, MD 21050",443-371-2354,Taproom,http://www.doublegroovebrewing.com
Double Horn Brewing Co,"208 Avenue HMarble Falls, TX 78654-5750",830-693-5165,Brewpub,http://www.doublehornbrewing.com
Double Mountain Brewery,"8 4th St Ste 204Hood River, OR 97031-2123",(541) 387-0042,Micro,http://www.doublemountainbrewery.com
Double Nickel Brewing Company,"1585 Route 73Pennsauken, NJ 08110-1330",(856) 356-2499,Micro,http://www.DNBCBEER.com
Double Peak Brewing Company,"1801 Diamond St Ste 101San Marcos, CA 92078-5178",,Taproom,http://www.doublepeakbrewing.com
Double Shift Brewing,"412 E 18th StKansas City, MO 64108-1410",816-304-7028,Taproom,http://www.doubleshiftbrewing.com
Double Wing Brewing Co,"7840 Doty RdMadison, OH 44057-9511",(440) 466-3485,Brewpub,http://www.ratbrew.com
Dovetail Brewery,"1800 W Belle Plaine AveChicago, IL 60613-1827",(773) 683-1414,Micro,http://www.dovetailbrewery.com
Down Under Brewery,"121 W Court StBeloit, KS 67420",(785) 534-1888,Brewpub,
Downey Brewing Company,"13121 Prospect StDearborn, MI 48126-3603",(313) 288-8442,Taproom,http://www.downeybrewingcompany.com
Downhill Brewing,"18921 Plaza Dr Ste 104Parker, CO 80134-9679",(303) 805-2739,Brewpub,http://www.downhillbrews.com
Downpour Brewing LLC,"10991 NE State Highway 104Kingston, WA 98346-",(360) 881-0452,Taproom,http://www.downpourbrewing.com
Downriver Brewing Company,"564 Main StStroudsburg, PA 18360",(570) 213-5110,Brewpub,
Downstream Crafted Brewing Company,"69300 E Nee RdQuapaw, OK 74363",(918) 919-6000,Taproom,http://www.downstreamcasino.com
Downtown Grill & Brewery / Woodruff Brewing,"424 S Gay StKnoxville, TN 37902-1103",(865) 633-8111,Brewpub,http://www.downtownbrewery.com
Downtown Joes Brewery and Restaurant,"902 Main StNapa, CA 94559-3045",(707) 258-2337,Brewpub,http://www.downtownjoes.com
Doylestown Brewing Co,"603 Airport BlvdDoylestown, PA 18902",(215) 340-1414,Micro,
Dr Hops Kombucha Beer,"1933 Davis St Ste 287San Leandro, CA 94577-1263",(310) 916-8090,Micro,http://www.DrhopsKombuchaBeer.com
Drafting Table Brewing Company,"49438 Pontiac TrlWixom, MI 48393-2005",(248) 956-7279,Taproom,http://www.draftingtablebeer.com
Dragon Hops Brewing,"130 E Main StPurcellville, VA 20132-3162",(540) 441-3279,Brewpub,http://www.dragonhopsbrewing.com
Dragon Run Brewing,"1401 Centerville RdShacklefords, VA 23156",(804) 380-0730,Taproom,http://www.dragonrunbrewing.com
Dragon's Gate Brewery,"52288 Sunquist RdMilton Freewater, OR 97862-6856",(541) 215-2622,Taproom,http://www.dragonsgatebrewery.com
Dragon's Landing,"24409 Jefferson AveSaint Clair Shores, MI 48080",(586) 218-8090,Brewpub,
Dragon's Tale Brewery,"8920 Vernon Ave Ste 122Montclair, CA 91763-1662",(909) 529-2688,Taproom,http://www.dragonstalebrewery.com
Dragonmead Microbrewery,"14600 E 11 Mile RdWarren, MI 48089-1556",(586) 776-9428,Micro,
Dragoon Brewing Co,"1859 W Grant Rd Ste 111Tucson, AZ 85745-1214",(520) 329-3606,Micro,http://www.dragoonbrewing.com
Drake's Brewing Co,"1933 Davis St Ste 177San Leandro, CA 94577-1256",(510) 568-2739,Regional,http://www.drinkdrakes.com
Draper Brewing,"640 SE Jackson StRoseburg, OR 97470",(541) 580-5585,Micro,http://www.draperbrewing.com
Drastic Measures Brewing,"101 Jefferson Street SWadena, MN 56482",,Micro,http://www.drasticmeasuresbrew.com
Dratz Brewing Company,"965 E 11th StLoveland, CO 80537-4939",(970) 617-2621,Taproom,http://www.dratzbrewing.com
Draught Horse Brewery,"57721 Grand River AveNew Hudson, MI 48165-8542",(248) 617-3000,Brewpub,http://www.draughthorsebrewery.com
Draught House Pub and Brewery,"4112 Medical Pkwy Ste 100Austin, TX 78756-3715",(512) 452-6258,Taproom,http://www.draughthouse.com
Draught Works Brewing,"915 Toole AveMissoula, MT 59802-2625",(406) 241-2423,Micro,http://www.draughtworksbrewery.com
Draughtsmen Aleworks,"53 Santa Felicia DrGoleta, CA 93117-2804",(805) 387-2577,Taproom,http://www.draughtsmenaleworks.com
Dread River Distilling Company,"2400 7th Ave SBirmingham, AL 35233",(205) 588-1744,Brewpub,http://www.dreadriver.com
Dreadnought Brewing LLC,"16726 146th St SE Ste 153Monroe, WA 98272-2937",(360) 863-2479,Brewpub,http://www.dreadnoughtbrewing.com
Dreaming Creek Brewery,"109 E Irvine StRichmond, KY 40475-1521",,Taproom,http://www.dreamingcreekbrewery.beer
Dreaming Dog Brewery,"2501 W Taron CtElk Grove, CA 95757-8423",,Taproom,
Drekker Brewing Company,"1666 1ST AVE NFargo, ND 58102-4246",(701) 540-6808,Micro,http://www.drekkerbrewing.com
Drifa Brewing Company,"501 South Lake StreetMarquette, MI 49855",(906) 273-1300,Taproom,http://www.drifabrewing.beer
Driftless Brewing Co,"102 Sunbeam Blvd WSoldiers Grove, WI 54655-1001",(608) 624-5577,Micro,http://www.driftlessbrewing.com
Drink Me Brewing,"210 9th StSibley, IA 51249-1812",(217) 316-1890,Taproom,http://www.drinkmebrewing.com
Drop In Brewing,"610 Route 7 SMiddlebury, VT 05753-8987",(802) 989-7414,Taproom,http://www.dropinbrewing.com
Drop Tine Winery and Tap House,"311 W Main StMontpelier, OH 43543",(419) 216-5175,Brewpub,
Drop the H Brewing Company,"107 East Rose StreetPittsburg, KS 66762",(620) 687-9916,Micro,http://droptheh.com
Drowned Valley Brewing Co.,"4 S. Tennessee StCartersville, GA 30120",(470) 523-8220,Taproom,http://www.drownedvalleybrewing.beer
Dru Bru,"10 Pass Life Way # 3Snoqualmie Pass, WA 98068",(425) 434-0700,Micro,http://www.drubru.com
Druid City Brewing,"607 14th StTuscaloosa, AL 35401-3439",(205) 886-8140,Micro,http://www.druidcitybrewing.com
Drumconrath Brewing Company,"630 1st Ave N, Ste 6Fargo, ND 58102",,Taproom,
Drunken Rabbit Brewing,"749A New Ludlow RdSouth Hadley, MA 01020",(413) 728-2739,Micro,http://www.rabbit.beer
Druthers Brewing Albany,"1053 BroadwayAlbany, NY 12204",(518) 650-7996,Brewpub,
Druthers Brewing Co,"381 BroadwaySaratoga Springs, NY 12866-3111",(518) 306-5275,Brewpub,http://www.druthersbrewing.com
Druthers Brewing Schenectady,"221 Harborside DrSchenectady, NY 12305",(518) 357-8640,Brewpub,
Dry City Brew Works,"120B N Main StWheaton, IL 60187-",(630) 456-4787,Taproom,http://www.drycitybrewworks.com
Dry County Brewing Company,"1500 Lockhart Drivekennesaw, GA 30144",(404) 579-9846,Micro,http://www.DryCountyBrewCo.com
Dry Dock Brewing Co - North Dock,"2801 Tower RdAurora, CO 80011-3508",(303) 400-5606,Regional,http://www.drydockbrewing.com
Dry Dock Brewing Co- South Dock,"15120 E Hampden AveAurora, CO 80014-3906",(303) 400-5606,Regional,http://www.drydockbrewing.com
Dry Falls Brewing Co.,"425 Kanuga RdHendersonville, NC 28739",(828) 696-0660,Taproom,http://www.dryfallsbrewing.com
Dry Ground Brewing Company,"3121 Broadway StPaducah, KY 42001-4305",(270) 210-9296,Taproom,http://www.drygroundbrewing.com
Dry River Brewing,"671 S Anderson StLos Angeles, CA 90023-1110",(213) 375-5235,Micro,http://www.dryriverbrewing.com
Dryhop Brewers,"3155 N Broadway StChicago, IL 60657-4508",773-857-3155,Micro,http://www.dryhopchicago.com
Drylands Brewing,"322 N Main AveLovington, NM 88260-3643",(575) 739-2739,Brewpub,http://Drylandsbrewing.com
Dssolvr,"63 N Lexington AveAsheville, NC 28801",,Micro,http://https://dssolvr.com/
DuClaw Brewing Co,"8901 Yellow Brick Rd Ste BBaltimore, MD 21237-2349",(443) 559-9900,Regional,http://www.duclaw.com
DuVig Brewing Co,"59 School Ground Rd Ste 10Branford, CT 06405-2868",(203) 208-2213,Micro,http://www.duvig.com
Dual Citizen Brewing Co.,"725 Raymond AveSaint Paul, MN 55114-1709",(651) 330-4750,Taproom,http://www.dcbc.com
Dubh Linn Brew Pub,"109 W Superior StDuluth, MN 55802-3026",(218) 727-1559,Brewpub,http://dubhlinnpub.com
Dubious Claims Brewing,"451 S Thompson AveExcelsior Springs, MO 64024-2133",(816) 896-2477,Brewpub,
Dublin Corners Farm Brewery,"1906 Main StLinwood, NY 14486-9707",585-538-4796,Taproom,http://www.dublincornersfarm.com
Dubtown Brewing Company,"201 Main Avenue SouthRenton, WA 98057",(425) 207-8707,Taproom,http://www.dubtownbrewingcompany.com
Duck Foot Brewing Co.,"8920 Kenamar Dr Ste 210San Diego, CA 92121-2454",(858) 433-7916,Micro,http://www.duckfootbeer.com
Duck Rabbit Craft Brewery,"4519 West Pine StFarmville, NC 27828-8526",(252) 753-7745,Micro,http://duckrabbitbrewery.com
Due South Brewing Co,"2900 High Ridge Rd Ste 3Boynton Beach, FL 33426-8708",(561) 463 2337,Micro,http://www.duesouthales.com
Dueces Wild Brewery,"660 Peterson RdColorado Springs, CO 80915-4002",(607) 972-9260,Taproom,http://www.dwbbrewery.com
Dueling Barrels,"745 Hambley BlvdPikeville, KY 41501-9078",(606) 766-3835,Micro,http://www.duelingbarrels.com
Dueling Dogs Brewing Company,"3030 Barrett Park LnLincoln, CA 95648-8503",(916) 434-8141,Taproom,http://www.duelingdogsbrewing.com
Duesterbeck's Brewing Company,"N5543 County Road OElkhorn, WI 53121-3815",(262) 729-9771,Brewpub,http://www.dbcbrewery.com
Dunagan Brewing Co,"1126 Commerce StTacoma, WA 98402-4307",,Taproom,http://www.dunaganbrewing.com
